Wall time,Step,Value
1716151770.0343769,4000,332.07501220703125
1716151807.6369188,8000,341.17498779296875
1716151893.1586297,12000,348.2099914550781
1716151980.3190987,16000,349.69000244140625
1716152069.6013978,20000,347.0199890136719
1716152158.4477983,24000,347.3500061035156
1716152248.324827,28000,350.17999267578125
1716152337.9496934,32000,355.7799987792969
1716152427.8879647,36000,358.79998779296875
1716152518.3367834,40000,360.9200134277344
