Wall time,Step,Value
1716151773.7815669,1000,380.0
1716151858.1181064,2000,382.0
1716151945.1485555,3000,418.0
1716152034.3314238,4000,422.0
1716152123.3380961,5000,422.0
1716152212.864167,6000,452.0
1716152302.8230174,7000,473.0
1716152392.634088,8000,485.0
1716152482.6560743,9000,496.0
1716152573.41477,10000,530.0
