Wall time,Step,Value
1716151770.0333767,4000,399.0
1716151807.6364167,8000,399.0
1716151893.1586297,12000,399.0
1716151980.3190987,16000,402.0
1716152069.6013978,20000,404.0
1716152158.4477983,24000,405.0
1716152248.323825,28000,405.0
1716152337.9496934,32000,416.0
1716152427.8879647,36000,416.0
1716152518.3367834,40000,414.0
